candidate,property,T,R_A,R_B,n_subsamples,full_delta,full_verdict,mean_delta,deviation_from_full,across_subsample_sd,mean_ci_width,verdict_agreement,sign_agreement
gemini-2.5-pro,label_agreement,10,8,3,40,-0.123571,inconclusive,-0.136845,-0.013274,0.089347,0.353218,0.95,0.9
gemini-2.5-pro,label_agreement,10,8,5,40,-0.123571,inconclusive,-0.119179,0.004393,0.083682,0.321843,0.85,0.9
gemini-2.5-pro,label_agreement,20,2,2,40,-0.123571,inconclusive,-0.126875,-0.003304,0.076037,0.398562,0.85,0.925
gemini-2.5-pro,label_agreement,20,2,3,40,-0.123571,inconclusive,-0.140417,-0.016845,0.062548,0.388736,0.9,0.975
gemini-2.5-pro,label_agreement,20,2,5,40,-0.123571,inconclusive,-0.136625,-0.013054,0.065978,0.380017,0.8,1.0
gemini-2.5-pro,label_agreement,20,3,2,40,-0.123571,inconclusive,-0.120833,0.002738,0.050707,0.304646,0.95,1.0
gemini-2.5-pro,label_agreement,20,3,3,40,-0.123571,inconclusive,-0.125417,-0.001845,0.058347,0.294513,0.875,1.0
gemini-2.5-pro,label_agreement,20,3,5,40,-0.123571,inconclusive,-0.11325,0.010321,0.05317,0.278533,0.95,0.975
gemini-2.5-pro,label_agreement,20,5,2,40,-0.123571,inconclusive,-0.1225,0.001071,0.050064,0.279697,0.95,1.0
gemini-2.5-pro,label_agreement,20,5,3,40,-0.123571,inconclusive,-0.1485,-0.024929,0.055905,0.2924,0.9,1.0
gemini-2.5-pro,label_agreement,20,5,5,40,-0.123571,inconclusive,-0.1391,-0.015529,0.064612,0.27815,0.8,1.0
gemini-2.5-pro,label_agreement,20,8,2,40,-0.123571,inconclusive,-0.112277,0.011295,0.054284,0.255848,0.95,1.0
gemini-2.5-pro,label_agreement,20,8,3,40,-0.123571,inconclusive,-0.131042,-0.00747,0.060361,0.26846,0.85,1.0
gemini-2.5-pro,label_agreement,20,8,5,40,-0.123571,inconclusive,-0.119589,0.003982,0.048636,0.243431,0.875,1.0
gemini-2.5-pro,label_agreement,30,2,2,40,-0.123571,inconclusive,-0.127292,-0.00372,0.044935,0.305055,0.9,1.0
gemini-2.5-pro,label_agreement,30,2,3,40,-0.123571,inconclusive,-0.138333,-0.014762,0.051178,0.31159,0.85,1.0
gemini-2.5-pro,label_agreement,30,2,5,40,-0.123571,inconclusive,-0.130417,-0.006845,0.048447,0.312002,0.925,1.0
gemini-2.5-pro,label_agreement,30,3,2,40,-0.123571,inconclusive,-0.103611,0.01996,0.038067,0.239465,0.975,0.975
gemini-2.5-pro,label_agreement,30,3,3,40,-0.123571,inconclusive,-0.129444,-0.005873,0.053072,0.245288,0.85,1.0
gemini-2.5-pro,label_agreement,30,3,5,40,-0.123571,inconclusive,-0.125667,-0.002095,0.036515,0.239533,0.85,1.0
gemini-2.5-pro,label_agreement,30,5,2,40,-0.123571,inconclusive,-0.118,0.005571,0.035947,0.237355,0.95,1.0
gemini-2.5-pro,label_agreement,30,5,3,40,-0.123571,inconclusive,-0.128944,-0.005373,0.050588,0.232256,0.825,1.0
gemini-2.5-pro,label_agreement,30,5,5,40,-0.123571,inconclusive,-0.134767,-0.011195,0.039488,0.229968,0.775,1.0
gemini-2.5-pro,label_agreement,30,8,2,40,-0.123571,inconclusive,-0.110818,0.012753,0.040169,0.213035,0.9,1.0
gemini-2.5-pro,label_agreement,30,8,3,40,-0.123571,inconclusive,-0.131344,-0.007773,0.036495,0.222836,0.8,1.0
gemini-2.5-pro,label_agreement,30,8,5,40,-0.123571,inconclusive,-0.113943,0.009628,0.035597,0.199035,0.875,1.0
gemini-2.5-pro,label_agreement,40,2,2,40,-0.123571,inconclusive,-0.119688,0.003884,0.032601,0.268533,0.975,1.0
gemini-2.5-pro,label_agreement,40,2,3,40,-0.123571,inconclusive,-0.147396,-0.023824,0.033142,0.284105,0.925,1.0
gemini-2.5-pro,label_agreement,40,2,5,40,-0.123571,inconclusive,-0.130187,-0.006616,0.041558,0.265591,0.825,1.0
gemini-2.5-pro,label_agreement,40,3,2,40,-0.123571,inconclusive,-0.111875,0.011696,0.028861,0.205218,0.9,1.0
gemini-2.5-pro,label_agreement,40,3,3,40,-0.123571,inconclusive,-0.126597,-0.003026,0.022033,0.217525,0.925,1.0
gemini-2.5-pro,label_agreement,40,3,5,40,-0.123571,inconclusive,-0.12875,-0.005179,0.025123,0.210317,0.8,1.0
gemini-2.5-pro,label_agreement,40,5,2,40,-0.123571,inconclusive,-0.121875,0.001696,0.034272,0.204482,0.85,1.0
gemini-2.5-pro,label_agreement,40,5,3,40,-0.123571,inconclusive,-0.133625,-0.010054,0.036405,0.208058,0.65,1.0
gemini-2.5-pro,label_agreement,40,5,5,40,-0.123571,inconclusive,-0.133325,-0.009754,0.030905,0.200447,0.725,1.0
gemini-2.5-pro,label_agreement,40,8,2,40,-0.123571,inconclusive,-0.111808,0.011763,0.024216,0.188294,0.875,1.0
gemini-2.5-pro,label_agreement,40,8,3,40,-0.123571,inconclusive,-0.131708,-0.008136,0.023798,0.195326,0.75,1.0
gemini-2.5-pro,label_agreement,40,8,5,40,-0.123571,inconclusive,-0.128699,-0.005127,0.020056,0.185035,0.675,1.0
gemini-2.5-pro,label_agreement,60,2,2,1,-0.123571,inconclusive,-0.120833,0.002738,0.0,0.226914,1.0,1.0
gemini-2.5-pro,label_agreement,60,2,3,1,-0.123571,inconclusive,-0.138889,-0.015317,0.0,0.221152,1.0,1.0
gemini-2.5-pro,label_agreement,60,2,5,1,-0.123571,inconclusive,-0.13,-0.006429,0.0,0.22139,1.0,1.0
gemini-2.5-pro,label_agreement,60,3,2,1,-0.123571,inconclusive,-0.113889,0.009683,0.0,0.186323,1.0,1.0
gemini-2.5-pro,label_agreement,60,3,3,1,-0.123571,inconclusive,-0.131481,-0.00791,0.0,0.181716,1.0,1.0
gemini-2.5-pro,label_agreement,60,3,5,1,-0.123571,inconclusive,-0.123333,0.000238,0.0,0.173632,1.0,1.0
gemini-2.5-pro,label_agreement,60,5,2,1,-0.123571,inconclusive,-0.121667,0.001905,0.0,0.17062,1.0,1.0
gemini-2.5-pro,label_agreement,60,5,3,1,-0.123571,inconclusive,-0.14,-0.016429,0.0,0.185699,0.0,1.0
gemini-2.5-pro,label_agreement,60,5,5,1,-0.123571,inconclusive,-0.130667,-0.007095,0.0,0.172661,0.0,1.0
gemini-2.5-pro,label_agreement,60,8,2,1,-0.123571,inconclusive,-0.113988,0.009583,0.0,0.157658,1.0,1.0
gemini-2.5-pro,label_agreement,60,8,3,1,-0.123571,inconclusive,-0.131349,-0.007778,0.0,0.155091,0.0,1.0
gemini-2.5-pro,label_agreement,60,8,5,1,-0.123571,inconclusive,-0.123571,0.0,0.0,0.157189,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,10,2,2,40,-0.205532,rejected,-0.314219,-0.108687,0.126304,0.576806,0.4,1.0
gemini-2.5-pro,cited_span_set_agreement,10,2,3,40,-0.205532,rejected,-0.322326,-0.116795,0.114981,0.571869,0.425,1.0
gemini-2.5-pro,cited_span_set_agreement,10,2,5,40,-0.205532,rejected,-0.310896,-0.105364,0.133887,0.552933,0.475,1.0
gemini-2.5-pro,cited_span_set_agreement,10,3,2,40,-0.205532,rejected,-0.261806,-0.056274,0.107999,0.477742,0.425,1.0
gemini-2.5-pro,cited_span_set_agreement,10,3,3,40,-0.205532,rejected,-0.246625,-0.041093,0.093867,0.448328,0.45,1.0
gemini-2.5-pro,cited_span_set_agreement,10,3,5,40,-0.205532,rejected,-0.229708,-0.024177,0.095488,0.439286,0.3,1.0
gemini-2.5-pro,cited_span_set_agreement,10,5,2,40,-0.205532,rejected,-0.240358,-0.034827,0.109235,0.437958,0.475,1.0
gemini-2.5-pro,cited_span_set_agreement,10,5,3,40,-0.205532,rejected,-0.224549,-0.019017,0.093449,0.425487,0.325,1.0
gemini-2.5-pro,cited_span_set_agreement,10,5,5,40,-0.205532,rejected,-0.218256,-0.012724,0.077474,0.40796,0.325,1.0
gemini-2.5-pro,cited_span_set_agreement,10,8,2,40,-0.205532,rejected,-0.184924,0.020608,0.091424,0.396651,0.25,1.0
gemini-2.5-pro,cited_span_set_agreement,10,8,3,40,-0.205532,rejected,-0.203365,0.002166,0.080853,0.411575,0.2,1.0
gemini-2.5-pro,cited_span_set_agreement,10,8,5,40,-0.205532,rejected,-0.187336,0.018195,0.083725,0.362549,0.25,1.0
gemini-2.5-pro,cited_span_set_agreement,20,2,2,40,-0.205532,rejected,-0.306656,-0.101125,0.083426,0.417287,0.675,1.0
gemini-2.5-pro,cited_span_set_agreement,20,2,3,40,-0.205532,rejected,-0.312667,-0.107135,0.075421,0.407613,0.725,1.0
gemini-2.5-pro,cited_span_set_agreement,20,2,5,40,-0.205532,rejected,-0.293238,-0.087706,0.067377,0.40786,0.625,1.0
gemini-2.5-pro,cited_span_set_agreement,20,3,2,40,-0.205532,rejected,-0.229038,-0.023506,0.067498,0.335609,0.6,1.0
gemini-2.5-pro,cited_span_set_agreement,20,3,3,40,-0.205532,rejected,-0.24387,-0.038339,0.063712,0.337237,0.625,1.0
gemini-2.5-pro,cited_span_set_agreement,20,3,5,40,-0.205532,rejected,-0.220671,-0.015139,0.051789,0.303912,0.725,1.0
gemini-2.5-pro,cited_span_set_agreement,20,5,2,40,-0.205532,rejected,-0.233356,-0.027825,0.060834,0.31901,0.725,1.0
gemini-2.5-pro,cited_span_set_agreement,20,5,3,40,-0.205532,rejected,-0.23999,-0.034458,0.062186,0.308647,0.8,1.0
gemini-2.5-pro,cited_span_set_agreement,20,5,5,40,-0.205532,rejected,-0.216792,-0.01126,0.054296,0.290576,0.65,1.0
gemini-2.5-pro,cited_span_set_agreement,20,8,2,40,-0.205532,rejected,-0.204281,0.001251,0.049422,0.310031,0.625,1.0
gemini-2.5-pro,cited_span_set_agreement,20,8,3,40,-0.205532,rejected,-0.225034,-0.019502,0.053618,0.299121,0.75,1.0
gemini-2.5-pro,cited_span_set_agreement,20,8,5,40,-0.205532,rejected,-0.198494,0.007038,0.052677,0.272307,0.6,1.0
gemini-2.5-pro,cited_span_set_agreement,30,2,2,40,-0.205532,rejected,-0.297347,-0.091815,0.044229,0.340851,0.925,1.0
gemini-2.5-pro,cited_span_set_agreement,30,2,3,40,-0.205532,rejected,-0.308245,-0.102714,0.05409,0.333095,0.925,1.0
gemini-2.5-pro,cited_span_set_agreement,30,2,5,40,-0.205532,rejected,-0.282867,-0.077335,0.051271,0.329673,0.875,1.0
gemini-2.5-pro,cited_span_set_agreement,30,3,2,40,-0.205532,rejected,-0.223991,-0.018459,0.036705,0.27113,0.925,1.0
gemini-2.5-pro,cited_span_set_agreement,30,3,3,40,-0.205532,rejected,-0.240215,-0.034683,0.036167,0.26331,0.975,1.0
gemini-2.5-pro,cited_span_set_agreement,30,3,5,40,-0.205532,rejected,-0.235875,-0.030343,0.043266,0.259877,0.925,1.0
gemini-2.5-pro,cited_span_set_agreement,30,5,2,40,-0.205532,rejected,-0.212483,-0.006952,0.046556,0.259684,0.8,1.0
gemini-2.5-pro,cited_span_set_agreement,30,5,3,40,-0.205532,rejected,-0.236005,-0.030473,0.041932,0.255903,0.975,1.0
gemini-2.5-pro,cited_span_set_agreement,30,5,5,40,-0.205532,rejected,-0.208356,-0.002825,0.043078,0.235913,0.9,1.0
gemini-2.5-pro,cited_span_set_agreement,30,8,2,40,-0.205532,rejected,-0.202414,0.003117,0.04711,0.247402,0.85,1.0
gemini-2.5-pro,cited_span_set_agreement,30,8,3,40,-0.205532,rejected,-0.208562,-0.00303,0.040144,0.238782,0.925,1.0
gemini-2.5-pro,cited_span_set_agreement,30,8,5,40,-0.205532,rejected,-0.203913,0.001619,0.04476,0.231692,0.925,1.0
gemini-2.5-pro,cited_span_set_agreement,40,2,2,40,-0.205532,rejected,-0.294643,-0.089111,0.031141,0.298837,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,2,3,40,-0.205532,rejected,-0.309696,-0.104164,0.036357,0.288927,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,2,5,40,-0.205532,rejected,-0.285744,-0.080212,0.039766,0.279249,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,3,2,40,-0.205532,rejected,-0.22551,-0.019979,0.028483,0.240664,0.975,1.0
gemini-2.5-pro,cited_span_set_agreement,40,3,3,40,-0.205532,rejected,-0.248471,-0.042939,0.027424,0.237299,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,3,5,40,-0.205532,rejected,-0.230158,-0.024626,0.031782,0.222323,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,5,2,40,-0.205532,rejected,-0.217771,-0.012239,0.030439,0.228705,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,5,3,40,-0.205532,rejected,-0.222182,-0.01665,0.0275,0.214055,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,5,5,40,-0.205532,rejected,-0.212845,-0.007313,0.034269,0.211093,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,8,2,40,-0.205532,rejected,-0.211486,-0.005954,0.024661,0.222283,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,8,3,40,-0.205532,rejected,-0.222908,-0.017376,0.025921,0.215045,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,40,8,5,40,-0.205532,rejected,-0.208453,-0.002921,0.033189,0.20196,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,2,2,1,-0.205532,rejected,-0.297153,-0.091621,0.0,0.270698,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,2,3,1,-0.205532,rejected,-0.307176,-0.101644,0.0,0.239526,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,2,5,1,-0.205532,rejected,-0.292917,-0.087385,0.0,0.247709,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,3,2,1,-0.205532,rejected,-0.237407,-0.031876,0.0,0.217328,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,3,3,1,-0.205532,rejected,-0.248179,-0.042647,0.0,0.200399,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,3,5,1,-0.205532,rejected,-0.233593,-0.028061,0.0,0.181875,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,5,2,1,-0.205532,rejected,-0.219556,-0.014024,0.0,0.175414,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,5,3,1,-0.205532,rejected,-0.230546,-0.025015,0.0,0.185964,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,5,5,1,-0.205532,rejected,-0.215928,-0.010396,0.0,0.174166,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,8,2,1,-0.205532,rejected,-0.209164,-0.003632,0.0,0.19051,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,8,3,1,-0.205532,rejected,-0.219332,-0.0138,0.0,0.170287,1.0,1.0
gemini-2.5-pro,cited_span_set_agreement,60,8,5,1,-0.205532,rejected,-0.205532,0.0,0.0,0.174255,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,2,2,40,-0.220266,rejected,-0.327219,-0.106953,0.127426,0.571206,0.375,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,2,3,40,-0.220266,rejected,-0.333312,-0.113047,0.123627,0.57385,0.45,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,2,5,40,-0.220266,rejected,-0.321546,-0.10128,0.135265,0.556485,0.45,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,3,2,40,-0.220266,rejected,-0.252958,-0.032692,0.104789,0.471858,0.375,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,3,3,40,-0.220266,rejected,-0.241394,-0.021128,0.100171,0.449924,0.45,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,3,5,40,-0.220266,rejected,-0.230994,-0.010729,0.090294,0.447812,0.275,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,5,2,40,-0.220266,rejected,-0.25445,-0.034184,0.1142,0.432092,0.45,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,5,3,40,-0.220266,rejected,-0.236544,-0.016279,0.087586,0.432097,0.4,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,5,5,40,-0.220266,rejected,-0.23662,-0.016354,0.079971,0.409845,0.4,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,8,2,40,-0.220266,rejected,-0.203378,0.016888,0.101455,0.402245,0.325,1.0
gemini-2.5-pro,extracted_span_set_agreement,10,8,3,40,-0.220266,rejected,-0.209072,0.011194,0.095928,0.418306,0.3,0.975
gemini-2.5-pro,extracted_span_set_agreement,10,8,5,40,-0.220266,rejected,-0.203533,0.016733,0.085297,0.379914,0.275,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,2,2,40,-0.220266,rejected,-0.323135,-0.10287,0.0843,0.413282,0.775,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,2,3,40,-0.220266,rejected,-0.326809,-0.106543,0.080766,0.410708,0.825,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,2,5,40,-0.220266,rejected,-0.310588,-0.090322,0.070605,0.411291,0.7,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,3,2,40,-0.220266,rejected,-0.229587,-0.009321,0.066114,0.332326,0.55,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,3,3,40,-0.220266,rejected,-0.236519,-0.016253,0.066954,0.338929,0.6,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,3,5,40,-0.220266,rejected,-0.224035,-0.003769,0.054594,0.312666,0.65,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,5,2,40,-0.220266,rejected,-0.25175,-0.031484,0.0594,0.318644,0.875,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,5,3,40,-0.220266,rejected,-0.252942,-0.032676,0.062752,0.312368,0.925,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,5,5,40,-0.220266,rejected,-0.23795,-0.017684,0.057228,0.297413,0.8,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,8,2,40,-0.220266,rejected,-0.213099,0.007167,0.04812,0.316714,0.6,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,8,3,40,-0.220266,rejected,-0.232648,-0.012382,0.054058,0.311564,0.675,1.0
gemini-2.5-pro,extracted_span_set_agreement,20,8,5,40,-0.220266,rejected,-0.21091,0.009356,0.058987,0.284081,0.675,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,2,2,40,-0.220266,rejected,-0.32059,-0.100324,0.046256,0.339558,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,2,3,40,-0.220266,rejected,-0.317174,-0.096908,0.056055,0.336095,0.95,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,2,5,40,-0.220266,rejected,-0.301608,-0.081342,0.052284,0.329103,0.975,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,3,2,40,-0.220266,rejected,-0.223387,-0.003121,0.038381,0.267632,0.925,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,3,3,40,-0.220266,rejected,-0.235074,-0.014808,0.038169,0.265429,0.925,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,3,5,40,-0.220266,rejected,-0.238928,-0.018662,0.043404,0.264312,0.9,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,5,2,40,-0.220266,rejected,-0.231165,-0.010899,0.046987,0.258085,0.925,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,5,3,40,-0.220266,rejected,-0.247902,-0.027636,0.043235,0.258345,0.975,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,5,5,40,-0.220266,rejected,-0.229003,-0.008737,0.046129,0.238339,0.95,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,8,2,40,-0.220266,rejected,-0.213563,0.006703,0.045045,0.251735,0.825,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,8,3,40,-0.220266,rejected,-0.217943,0.002323,0.039662,0.24633,0.95,1.0
gemini-2.5-pro,extracted_span_set_agreement,30,8,5,40,-0.220266,rejected,-0.216316,0.00395,0.046963,0.238877,0.95,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,2,2,40,-0.220266,rejected,-0.312352,-0.092086,0.032569,0.29975,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,2,3,40,-0.220266,rejected,-0.32025,-0.099984,0.035113,0.292349,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,2,5,40,-0.220266,rejected,-0.303075,-0.082809,0.039891,0.284679,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,3,2,40,-0.220266,rejected,-0.226566,-0.0063,0.028575,0.240297,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,3,3,40,-0.220266,rejected,-0.243429,-0.023164,0.028323,0.239362,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,3,5,40,-0.220266,rejected,-0.231989,-0.011723,0.031898,0.229298,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,5,2,40,-0.220266,rejected,-0.233799,-0.013533,0.031727,0.22526,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,5,3,40,-0.220266,rejected,-0.235195,-0.014929,0.030616,0.214982,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,5,5,40,-0.220266,rejected,-0.230297,-0.010031,0.034484,0.213887,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,8,2,40,-0.220266,rejected,-0.222444,-0.002178,0.024614,0.225644,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,8,3,40,-0.220266,rejected,-0.22799,-0.007724,0.027693,0.221645,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,40,8,5,40,-0.220266,rejected,-0.222252,-0.001987,0.033067,0.211481,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,2,2,1,-0.220266,rejected,-0.316458,-0.096192,0.0,0.29,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,2,3,1,-0.220266,rejected,-0.319259,-0.098993,0.0,0.235853,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,2,5,1,-0.220266,rejected,-0.310389,-0.090123,0.0,0.242882,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,3,2,1,-0.220266,rejected,-0.238287,-0.018021,0.0,0.208822,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,3,3,1,-0.220266,rejected,-0.24321,-0.022944,0.0,0.19388,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,3,5,1,-0.220266,rejected,-0.235278,-0.015012,0.0,0.17655,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,5,2,1,-0.220266,rejected,-0.235639,-0.015373,0.0,0.192463,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,5,3,1,-0.220266,rejected,-0.242444,-0.022179,0.0,0.188695,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,5,5,1,-0.220266,rejected,-0.234911,-0.014645,0.0,0.173603,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,8,2,1,-0.220266,rejected,-0.219447,0.000819,0.0,0.191038,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,8,3,1,-0.220266,rejected,-0.226235,-0.005969,0.0,0.1786,1.0,1.0
gemini-2.5-pro,extracted_span_set_agreement,60,8,5,1,-0.220266,rejected,-0.220266,0.0,0.0,0.182379,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,10,2,2,40,-0.096488,inconclusive,-0.12375,-0.027262,0.105604,0.52873,0.875,0.75
amazon.nova-pro-v1-0,label_agreement,10,2,3,40,-0.096488,inconclusive,-0.12125,-0.024762,0.104866,0.484412,0.875,0.775
amazon.nova-pro-v1-0,label_agreement,10,2,5,40,-0.096488,inconclusive,-0.09875,-0.002262,0.076029,0.523184,1.0,0.875
amazon.nova-pro-v1-0,label_agreement,10,3,2,40,-0.096488,inconclusive,-0.11125,-0.014762,0.089187,0.445344,1.0,0.85
amazon.nova-pro-v1-0,label_agreement,10,3,3,40,-0.096488,inconclusive,-0.094722,0.001766,0.086944,0.397993,1.0,0.825
amazon.nova-pro-v1-0,label_agreement,10,3,5,40,-0.096488,inconclusive,-0.122333,-0.025845,0.082863,0.380181,0.9,0.95
amazon.nova-pro-v1-0,label_agreement,10,5,2,40,-0.096488,inconclusive,-0.08525,0.011238,0.068575,0.360164,0.975,0.85
amazon.nova-pro-v1-0,label_agreement,10,5,3,40,-0.096488,inconclusive,-0.085833,0.010655,0.06581,0.32909,1.0,0.875
amazon.nova-pro-v1-0,label_agreement,10,5,5,40,-0.096488,inconclusive,-0.1094,-0.012912,0.077745,0.331816,0.975,0.925
amazon.nova-pro-v1-0,label_agreement,10,8,2,40,-0.096488,inconclusive,-0.116027,-0.019539,0.095693,0.332955,0.95,0.85
amazon.nova-pro-v1-0,label_agreement,10,8,3,40,-0.096488,inconclusive,-0.120491,-0.024003,0.093407,0.328433,0.9,0.875
amazon.nova-pro-v1-0,label_agreement,10,8,5,40,-0.096488,inconclusive,-0.095304,0.001185,0.072685,0.27544,0.925,0.925
amazon.nova-pro-v1-0,label_agreement,20,2,2,40,-0.096488,inconclusive,-0.1075,-0.011012,0.059431,0.396079,0.95,0.95
amazon.nova-pro-v1-0,label_agreement,20,2,3,40,-0.096488,inconclusive,-0.125,-0.028512,0.067858,0.395085,0.9,1.0
amazon.nova-pro-v1-0,label_agreement,20,2,5,40,-0.096488,inconclusive,-0.123125,-0.026637,0.07233,0.381966,0.875,1.0
amazon.nova-pro-v1-0,label_agreement,20,3,2,40,-0.096488,inconclusive,-0.093958,0.00253,0.054498,0.298751,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,20,3,3,40,-0.096488,inconclusive,-0.088194,0.008294,0.051584,0.273107,0.975,0.925
amazon.nova-pro-v1-0,label_agreement,20,3,5,40,-0.096488,inconclusive,-0.096583,-9.5e-05,0.051698,0.277249,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,20,5,2,40,-0.096488,inconclusive,-0.1065,-0.010012,0.060013,0.276025,0.95,0.95
amazon.nova-pro-v1-0,label_agreement,20,5,3,40,-0.096488,inconclusive,-0.117,-0.020512,0.060899,0.28463,0.95,1.0
amazon.nova-pro-v1-0,label_agreement,20,5,5,40,-0.096488,inconclusive,-0.09175,0.004738,0.044119,0.24518,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,20,8,2,40,-0.096488,inconclusive,-0.097433,-0.000945,0.050143,0.245863,0.95,0.975
amazon.nova-pro-v1-0,label_agreement,20,8,3,40,-0.096488,inconclusive,-0.1175,-0.021012,0.049814,0.257455,0.95,0.975
amazon.nova-pro-v1-0,label_agreement,20,8,5,40,-0.096488,inconclusive,-0.091121,0.005368,0.043648,0.216575,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,30,2,2,40,-0.096488,inconclusive,-0.110417,-0.013929,0.044287,0.310295,0.925,1.0
amazon.nova-pro-v1-0,label_agreement,30,2,3,40,-0.096488,inconclusive,-0.114583,-0.018095,0.049125,0.307766,0.9,1.0
amazon.nova-pro-v1-0,label_agreement,30,2,5,40,-0.096488,inconclusive,-0.107333,-0.010845,0.043074,0.310912,1.0,0.975
amazon.nova-pro-v1-0,label_agreement,30,3,2,40,-0.096488,inconclusive,-0.081528,0.01496,0.040207,0.238874,1.0,0.975
amazon.nova-pro-v1-0,label_agreement,30,3,3,40,-0.096488,inconclusive,-0.094537,0.001951,0.03815,0.237881,1.0,1.0
amazon.nova-pro-v1-0,label_agreement,30,3,5,40,-0.096488,inconclusive,-0.100278,-0.00379,0.038147,0.229425,0.975,1.0
amazon.nova-pro-v1-0,label_agreement,30,5,2,40,-0.096488,inconclusive,-0.101833,-0.005345,0.043224,0.234878,0.975,1.0
